Champs Local Code,C Name,C Pref Name,C Code
CH00502,Garissa,NA,KE-07
CH00503,Homa Bay,NA,KE-08
CH00504,Isiolo,NA,KE-09
CH00505,Kajiado,NA,KE-10
CH00506,Kakamega,NA,KE-11
CH00507,Kericho,NA,KE-12
CH00508,Kiambu,NA,KE-13
CH00509,Kilifi,NA,KE-14
CH00510,Kirinyaga,NA,KE-15
CH00511,Kisii,NA,KE-16
CH00512,Kisumu,NA,KE-17
CH00513,Kitui,NA,KE-18
CH00514,Kwale,NA,KE-19
CH00515,Laikipia,NA,KE-20
CH00516,Lamu,NA,KE-21
CH00517,Machakos,NA,KE-22
CH00518,Makueni,NA,KE-23
CH00519,Mandera,NA,KE-24
CH00520,Marsabit,NA,KE-25
CH00521,Meru,NA,KE-26
CH00522,Migori,NA,KE-27
CH00523,Mombasa,NA,KE-28
CH00524,Murang'a,NA,KE-29
CH00525,Nairobi City,NA,KE-30
CH00526,Nakuru,NA,KE-31
CH00527,Nandi,NA,KE-32
CH00528,Narok,NA,KE-33
CH00529,Nyamira,NA,KE-34
CH00530,Nyandarua,NA,KE-35
CH00531,Nyeri,NA,KE-36
CH00532,Samburu,NA,KE-37
CH00533,Siaya,NA,KE-38
CH00534,Taita/Taveta,NA,KE-39
CH00535,Tana River,NA,KE-40
CH00536,Tharaka-Nithi,NA,KE-41
CH00537,Trans Nzoia,NA,KE-42
CH00538,Turkana,NA,KE-43
CH00539,Uasin Gishu,NA,KE-44
CH00540,Vihiga,NA,KE-45
CH00541,Wajir,NA,KE-46
CH00542,West Pokot,NA,KE-47
CH00543,Bamako,NA,ML-BKO
CH00544,Kayes,NA,ML-1
CH00545,Koulikoro,NA,ML-2
CH00546,Sikasso,NA,ML-3
CH00547,Ségou,NA,ML-4
CH00548,Mopti,NA,ML-5
CH00549,Tombouctou,NA,ML-6
CH00550,Gao,NA,ML-7
CH00551,Kidal,NA,ML-8
CH00552,Maputo,NA,MZ-MPM
CH00553,Niassa,NA,MZ-A
CH00554,Manica,NA,MZ-B
CH00555,Gaza,NA,MZ-G
CH00556,Inhambane,NA,MZ-I
CH00557,Maputo,NA,MZ-L
CH00558,Nampula,NA,MZ-N
CH00559,Cabo Delgado,NA,MZ-P
CH00560,Zambézia,NA,MZ-Q
CH00561,Sofala,NA,MZ-S
CH00562,Tete,NA,MZ-T
CH00563,Western Area (Freetown),NA,SL-W
CH00564,Eastern,NA,SL-E
CH00565,Northern,NA,SL-N
CH00566,Southern,NA,SL-S
CH00567,Eastern Cape,NA,ZA-EC
CH00568,Free State,NA,ZA-FS
CH00569,Gauteng,NA,ZA-GT
CH00570,Limpopo,NA,ZA-LP
CH00571,Mpumalanga,NA,ZA-MP
CH00572,Northern Cape,NA,ZA-NC
CH00573,Kwazulu-Natal,NA,ZA-NL
CH00574,North-West,NA,ZA-NW
CH00575,Western Cape,NA,ZA-WC
CH00576,No Exam,No Exam,CH00576
CH00577,Privacy concerns,Privacy concerns,CH00577
CH00578,CHAMPS Mortality Surveillance Protocol,CHAMPS Mortality Surveillance Protocol,CH00578
CH00579,After consent but prior to MITS specimen collection,After consent but prior to MITS specimen collection,CH00579
CH00580,During MITS specimen collection,During MITS specimen collection,CH00580
CH00581,After MITS specimen collection,After MITS specimen collection,CH00581
CH00582,Consent authorization granted,Consent authorization granted,CH00582
CH00583,Consent authorization withdrawn,Consent authorization withdrawn,CH00583
CH00584,Photography,Photography,CH00584
CH00585,Collection and testing of specimen,Collection and testing of specimen,CH00585
CH00586,Genetic testing,Genetic testing,CH00586
CH00587,Long-term storage of specimen,Long-term storage of specimen,CH00587
CH00588,Shipment of specimen,Shipment of specimen,CH00588
CH00589,Deceased child clinical data abstraction,Deceased child clinical data abstraction,CH00589
CH00590,Maternal clinical data abstraction,Maternal clinical data abstraction,CH00590
CH00591,Re-contact by the study team regarding CHAMPS,Re-contact by the study team regarding CHAMPS,CH00591
CH00592,Re-contact by the study team regarding other research initiatives (non-CHAMPS),Re-contact by the study team regarding other research initiatives (non-CHAMPS),CH00592
CH00593,Plasmodium falciparum,P. falciparum,CH00593
CH00594,Plasmodium vivax,P. vivax,CH00594
CH00595,Plasmodium ovale,P. ovale,CH00595
CH00596,Plasmodium malariae,P. malaria,CH00596
CH00597,Plasmodium knowlesi,P. knowlesi,CH00597
CH00598,Undetermined Species,Undetermined Species,CH00598
CH00599,Clear,Clear,CH00599
CH00600,Turbid,Turbid,CH00600
CH00601,Purulent,Purulent,CH00601
CH00602,Hematic,Hematic,CH00602
CH00603,Microorganism XXX cult,Microorganism culture,11475-1
CH00604,Microorganism XXX Islt QI Cult,Microorganism isolate,CH00604
CH00605,Fresh,Fresh,CH00605
CH00606,Macerated,Macerated,CH00606
CH00607,Both,Both,CH00607
CH00608,Not Applicable,Not Applicable,CH00608
CH00609,Level 1,Level 1 - Maceration,CH00609
CH00610,Level 2,Level 2 - Maceration,CH00610
CH00611,Level 3,Level 3 - Maceration,CH00611
CH00612,Placenta Photo - Maternal Side,Placenta Photo - Maternal Side,CH00612
CH00613,Placenta Photo - Fetal Side,Placenta Photo - Fetal Side,CH00613
CH00614,Placenta Photo - Section,Placenta Photo - Section,CH00614
CH00615,Clavicular,Clavicular,CH00615
CH00616,Intracardiac,Intracardiac,CH00616
CH00617,Other,Other,CH00617
CH00618,Croyovial no. 01,Croyovial no. 01,CH00618
CH00619,Croyovial no. 02,Croyovial no. 02,CH00619
CH00620,Croyovial no. 03,Croyovial no. 03,CH00620
CH00621,Croyovial no. 04,Croyovial no. 04,CH00621
CH00622,Croyovial no. 05,Croyovial no. 05,CH00622
CH00623,Croyovial no. 06,Croyovial no. 06,CH00623
CH00624,Croyovial no. 07,Croyovial no. 07,CH00624
CH00625,Croyovial no. 08,Croyovial no. 08,CH00625
CH00626,Croyovial no. 09,Croyovial no. 09,CH00626
CH00627,Croyovial no. 10,Croyovial no. 10,CH00627
CH00628,Croyovial no. 11,Croyovial no. 11,CH00628
CH00629,Croyovial no. 12,Croyovial no. 12,CH00629
CH00630,Formalin Jar no. 01,Formalin Jar no. 01,CH00630
CH00631,Formalin Jar no. 02,Formalin Jar no. 02,CH00631
CH00632,Formalin Jar no. 03,Formalin Jar no. 03,CH00632
CH00633,Formalin Jar no. 04,Formalin Jar no. 04,CH00633
CH00634,Formalin Jar no. 05,Formalin Jar no. 05,CH00634
CH00635,Formalin Jar no. 06,Formalin Jar no. 06,CH00635
CH00636,Formalin Jar no. 07,Formalin Jar no. 07,CH00636
CH00637,Formalin Jar no. 08,Formalin Jar no. 08,CH00637
CH00638,Formalin Jar no. 09,Formalin Jar no. 09,CH00638
CH00639,Formalin Jar no. 10,Formalin Jar no. 10,CH00639
CH00640,Formalin Jar no. 11,Formalin Jar no. 11,CH00640
CH00641,Formalin Jar no. 12,Formalin Jar no. 12,CH00641
CH00642,Formalin Jar no. 13,Formalin Jar no. 13,CH00642
CH00643,Croyovial no. 14,Croyovial no. 14 (for PCR),CH00643
CH00644,No,No,CH00644
CH00645,Mild,Mild,CH00645
CH00646,Moderate,Moderate,CH00646
CH00647,Severe,Severe,CH00647
CH00648,Liver and Abdominal Organs,Liver and Abdominal Organs (Cassette A),CH00648
CH00649,Right Lung,Right Lung (Cassette B),CH00649
CH00650,"Left Thoracic Organs, Left Lung and Heart","Left Thoracic Organs, Left Lung and Heart (Cassette C)",CH00650
CH00651,"Central Nervous System, Posterior Fossa and Fontanelle","Central Nervous System, Posterior Fossa and Fontanelle (Cassette D)",CH00651
CH00652,"Central Nervous System, Trans-nasal","Central Nervous System, Trans-nasal (Cassette E)",CH00652
CH00653,Placenta and Cord,Placenta and Cord (Cassette F),CH00653
CH00654,Bone Marrow,Bone Marrow (for shipment only) (Cassette G),CH00654
CH00655,Fixation,Fixation,CH00655
CH00656,Section,Section,CH00656
CH00657,Staining,Staining,CH00657
CH00659,Extramedullary hematopoiesis,Extramedullary hematopoiesis,CH00659
CH00660,"Steatosis (large droplet, small droplet)","Steatosis (large droplet, small droplet)",CH00660
CH00661,Sinusoidal leukocytosis,Sinusoidal leukocytosis,CH00661
CH00662,Sepsis,Sepsis,CH00662
CH00663,Cholestasis,Cholestasis,CH00663
CH00664,Viral hepatitis,Viral hepatitis,CH00664
CH00665,Active hepatitis,Active hepatitis,CH00665
CH00666,Chronic hepatitis,Chronic hepatitis,CH00666
CH00667,Neonatal hepatitis,Neonatal hepatitis,CH00667
CH00669,Paucity of bile ducts,Paucity of bile ducts,CH00669
CH00670,Fibrosis,Fibrosis,CH00670
CH00671,Past malaria,Past malaria,CH00671
CH00672,Active malaria,Active malaria,CH00672
CH00673,Other,Other,CH00673
CH00675,Bacterial pneumonia,Bacterial pneumonia,CH00675
CH00676,Interstitial pneumonitis,Interstitial pneumonitis,CH00676
CH00677,Hyaline membrane disease,Hyaline membrane disease,CH00677
CH00678,Diffuse alveolar damage,Diffuse alveolar damage,CH00678
CH00679,Bronchopneumonia without infectious agents identified,Bronchopneumonia without infectious agents identified,CH00679
CH00680,Viral pneumonia,Viral pneumonia,CH00680
CH00681,Fungal pneumonia,Fungal pneumonia,CH00681
CH00682,Aspiration pneumonia,Aspiration pneumonia,CH00682
CH00683,"Granulomas, necrotizing","Granulomas, necrotizing",CH00683
CH00684,"Granulomas, non-necrotizing","Granulomas, non-necrotizing",CH00684
CH00685,Findings compatible with intrauterine fetal stress,Findings compatible with intrauterine fetal stress,CH00685
CH00686,Other (Lung),Other (Lung),CH00686
CH00688,Neutrophilic myocarditis,Neutrophilic myocarditis,CH00688
CH00689,Lymphocytic myocarditis,Lymphocytic myocarditis,CH00689
CH00690,Eosinophilic myocarditis,Eosinophilic myocarditis,CH00690
CH00691,Endocarditis,Endocarditis,CH00691
CH00692,Pericarditis,Pericarditis,CH00692
CH00694,Parasites,Parasites,CH00694
CH00695,Other (Heart),Other (Heart),CH00695
CH00696,Unremarkable,Unremarkable,CH00696
CH00697,Neutrophilic meningitis,Neutrophilic meningitis,CH00697
CH00698,Lymphocytic meningitis,Lymphocytic meningitis,CH00698
CH00699,Meningoencephalitis,Meningoencephalitis,CH00699
CH00700,Perivascular inflammation,Perivascular inflammation,CH00700
CH00701,Viral encephalitis,Viral encephalitis,CH00701
CH00704,Fungal lesions,Fungal lesions,CH00704
CH00705,Granulomas,Granulomas,CH00705
CH00706,"Vasculitus, thrombosis","Vasculitus, thrombosis",CH00706
CH00707,Other,Other,CH00707
CH00709,Chorioamnionitis (Placenta/Cord),Chorioamnionitis (Placenta/Cord),CH00709
CH00710,Infarction (Placenta/Cord),Infarction (Placenta/Cord),CH00710
CH00711,Villitis (Placenta/Cord),Villitis (Placenta/Cord),CH00711
CH00713,Past malaria (Placenta/Cord),Past malaria (Placenta/Cord),CH00713
CH00714,Other (Placenta/Cord),Other (Placenta/Cord),CH00714
CH00715,Culture Plate,Culture Plate,CH00715
CH00716,Stillbirth,Stillbirth,CH00716
CH00717,Neonatal,Neonatal,CH00717
CH00718,Infant,Infant (28 days to less than 12 months),CH00718
CH00719,Child,Child (12 months to less than 60 Months),CH00719
CH00720,Exclude Maternal,Exclude Maternal,CH00720
CH00721,Include Maternal,Include Maternal,CH00721
CH00722,1,1,CH00722
CH00723,2,2,CH00723
CH00724,3,3,CH00724
CH00725,Natural,Natural,CH00725
CH00726,Accident,Accident,CH00726
CH00727,Homicide,Homicide,CH00727
CH00728,Suicide,Suicide,CH00728
CH00729,Undetermined,Undetermined,CH00729
CH00730,Extremely influential/useful,Extremely influential/useful,CH00730
CH00731,Influential (or useful),Influential (or useful),CH00731
CH00732,Neutral,Neutral,CH00732
CH00733,Not influential/useful,Not influential/useful,CH00733
CH00734,Not Applicable,Not Applicable,CH00734
CH00735,Site,Site - Coding performed by Site,CH00735
CH00736,Other,Other - Coding not performed by Site,CH00736
CH00737,Unanimous,Unanimous (100% Concensus),CH00737
CH00738,Majority,Majority  (51 - 99% Concensus),CH00738
CH00739,Non-Consensus,Non-Consensus,CH00739
CH00740,Medical or clinical services,Medical or clinical services,CH00740
CH00741,Public health services,Public health services,CH00741
CH00742,Sanitation/hygiene services,Sanitation/hygiene services,CH00742
CH00743,Genetic counseling,Genetic counseling,CH00743
CH00744,Other,Other,CH00744
CH00745,Laboratory - Pathology,Laboratory - Pathology,CH00745
CH00746,Laboratory - Microbiology,Laboratory - Microbiology,CH00746
CH00747,Laboratory - Molecular,Laboratory - Molecular,CH00747
CH00748,Laboratory - Clinical,Laboratory - Clinical,CH00748
CH00749,Antemortem Testing,Antemortem Testing,CH00749
CH00750,Unknown or Unavailable,Unknown or Unavailable,CH00750
CH00751,Not Recorded,Not Recorded,CH00751
CH00752,Not Documented,Not Documented,CH00752
CH00753,Deceased Child,Deceased Child,CH00753
CH00754,Mother of deceased child,Mother of deceased child,CH00754
CH00755,Bordetella spp. (B. parapertussis/B. bronchiseptica),Bordetella spp. (B. parapertussis/B. bronchiseptica),CH00755
CH00756,B. parapertussis,Bordetella parapertussis,CH00756
CH00757,Mixed B. pertussis/B. parapertussis specimen,Mixed B. pertussis/B. parapertussis specimen,CH00757
CH00758,Bordetella spp. (B. parapertussis/B. bronchiseptica/B. pertussis/B. holmseii),Bordetella spp. (B. parapertussis/B. bronchiseptica/B. pertussis/B. holmseii),CH00758
CH00759,Bordetella spp. (B. pertussis/B. holmseii),Bordetella spp. (B. pertussis/B. holmseii),CH00759
CH00760,B. pertussis,Bordetella pertussis,CH00760
CH00761,Presence of pertussis toxin gene,Presence of pertussis toxin gene,CH00761
CH00762,Negative for Bordetella spp.,Negative for Bordetella spp.,CH00762
CH00763,Non-toxigenic C. difficile,Non-toxigenic C. difficile,CH00763
CH00764,toxigenic C. difficile with the toxin A gene tcdA,toxigenic C. difficile with the toxin A gene tcdA,CH00764
CH00765,toxigenic C. difficile with the toxin A gene tcdA and the toxin B gene tcdB,toxigenic C. difficile with the toxin A gene tcdA and the toxin B gene tcdB,CH00765
CH00766,toxigenic C. difficile with the toxin B gene tcdB,toxigenic C. difficile with the toxin B gene tcdB,CH00766
CH00767,Negative for C. difficile,Negative for C. difficile,CH00767
CH00768,Non-toxigenic C. diphtheriae,Non-toxigenic C. diphtheriae,CH00768
CH00769,toxigenic C. diphtheriae,toxigenic C. diphtheriae,CH00769
CH00770,Mixed non-toxigenic C. diptheriae and C. ulcerans/pseudotuberculosis,Mixed non-toxigenic C. diptheriae and C. ulcerans/pseudotuberculosis,CH00770
CH00771,Mixed C. diptheriae and C. ulcerans/pseudotuberculosis with the presence of the diphtheria toxin gene,Mixed C. diptheriae and C. ulcerans/pseudotuberculosis with the presence of the diphtheria toxin gene,CH00771
CH00772,Presence of the diphtheria toxin gene,Presence of the diphtheria toxin gene,CH00772
CH00773,Non-toxigenic C. ulcerans/pseudotuberculosis,Non-toxigenic C. ulcerans/pseudotuberculosis,CH00773
CH00774,toxigenic C. ulcerans/pseudotuberculosis,toxigenic C. ulcerans/pseudotuberculosis,CH00774
CH00775,Negative for Corynebacterium,Negative for Corynebacterium,CH00775
CH00776,"H. influenzae serotype A,B,C,D,E,F, or NT","H. influenzae serotype A,B,C,D,E,F, or NT",CH00776
CH00777,H. influenzae serotype A or B,H. influenzae serotype A or B,CH00777
CH00778,H. influenzae serotype A or B,H. influenzae serotype A or B,CH00778
CH00779,Negative for H. influenzae,Negative for H. influenzae,CH00779
CH00780,MERS coronavirus,MERS coronavirus,CH00780
CH00781,MERS coronavirus,MERS coronavirus,CH00781
CH00782,MERS coronavirus,MERS coronavirus,CH00782
CH00783,Negative for MERS coronavirus,Negative for MERS coronavirus,CH00783
CH00784,Salmonella spp.,Salmonella spp.,CH00784
CH00785,Salmonella enterica sub-species paratyphi A,Salmonella enterica sub-species paratyphi A,CH00785
CH00786,Salmonella enterica  sub-species typhi,Salmonella enterica  sub-species typhi,CH00786
CH00787,Mixed Salmonella enterica subspecies paratyphi A/typhi,Mixed Salmonella enterica subspecies paratyphi A/typhi,CH00787
CH00788,Salmonella enterica  sub-species paratyphi A,Salmonella enterica  sub-species paratyphi A,CH00788
CH00789,Salmonella enterica  sub-species typhi,Salmonella enterica  sub-species typhi,CH00789
CH00790,Mixed Salmonella enterica subspecies paratyphi A/typhi,Mixed Salmonella enterica subspecies paratyphi A/typhi,CH00790
CH00791,Negative for Salmonella spp.,Negative for Salmonella spp.,CH00791
CH00792,non-toxigenic V. cholerae,non-toxigenic V. cholerae,CH00792
CH00793,toxigenic V. cholerae,toxigenic V. cholerae,CH00793
CH00794,Presence of the cholera toxin gene,Presence of the cholera toxin gene,CH00794
CH00795,Negative for V. cholerae,Negative for V. cholerae,CH00795
CH00796,Escherichia coli/Shigella spp.,Escherichia coli/Shigella spp.,CH00796
CH00797,"Presence of Shiga toxin carried by Shigella dysenteriae and/or Shiga-like toxin 1 carried by Escherichia, Citrobacter, Aeromonas, Enterobacter genus","Presence of Shiga toxin carried by Shigella dysenteriae and/or Shiga-like toxin 1 carried by Escherichia, Citrobacter, Aeromonas, Enterobacter genus",CH00797
CH00798,"Presence of Shiga-like toxin 2 carried by Escherichia, Citrobacter, Aeromonas, Enterobacter genus","Presence of Shiga-like toxin 2 carried by Escherichia, Citrobacter, Aeromonas, Enterobacter genus",CH00798
CH00799,Escherichia coli carrying the aaiC virulence gene,Escherichia coli carrying the aaiC virulence gene,CH00799
CH00800,Escherichia coli carrying the aatA virulence gene,Escherichia coli carrying the aatA virulence gene,CH00800
CH00801,Escherichia coli carrying the bfpA virulence gene,Escherichia coli carrying the bfpA virulence gene,CH00801
CH00802,Escherichia coli carrying the eae virulence gene,Escherichia coli carrying the eae virulence gene,CH00802
CH00803,Escherichia coli carrying the heat-labile entertoxin gene,Escherichia coli carrying the heat-labile entertoxin gene,CH00803
CH00804,Escherichia coli carrying the heat-stable enterotoxin gene,Escherichia coli carrying the heat-stable enterotoxin gene,CH00804
CH00805,Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,CH00805
CH00806,Test not required,Test not required,CH00806
CH00807,Kilograms,kg,CH00807
CH00808,Weight,weight,CH00808
CH00809,Height or length,height or length,CH00809
CH00810,Mi-upper right arm circumference,MUAC,CH00810
CH00811,Head circumference,Head circumference,CH00811
CH00812,Right leg length,Right leg length,CH00812
CH00813,Right foot length,Right foot length,CH00813
CH00814,Gross findings,Gross findings,CH00814
CH00815,Palpation findings,Palpation findings,CH00815
CH00816,Skin or Mucosal findings,Skin or Mucosal findings,CH00816
CH00817,Facial abnormalities,Facial abnormalities,CH00817
CH00818,Umbilicus abnormal,Umbilicus abnormal,CH00818
CH00819,Other significant gross findings,Other significant gross findings,CH00819
CH00820,Hepatomegaly,Hepatomegaly,CH00820
CH00821,Lymph nodes,Lymph nodes,CH00821
CH00822,Jaundice or icterus,Jaundice or icterus,CH00822
CH00823,Petechiae,Petechiae,CH00823
CH00824,Rashes,Rashes,CH00824
CH00825,Other skin or mucosal abnormalities,Other skin or mucosal abnormalities,CH00825
CH00826,No Exam,No Exam,CH00826
CH00827,Bleeding from the mouth,Bleeding from the mouth,CH00827
CH00828,Bleeding from the ears,Bleeding from the ears,CH00828
CH00829,Bleeding from the nose,Bleeding from the nose,CH00829
CH00830,Bleeding from the rectum,Bleeding from the rectum,CH00830
CH00831,Front Photo,Front Photo,CH00831
CH00832,Back Photo,Back Photo,CH00832
CH00833,Side Photo,Side Photo,CH00833
CH00834,Nails Photo,Nails Photo,CH00834
CH00835,Indeterminate Result for Bordatella spp.,Indeterminate Result for Bordatella spp.,CH00835
CH00836,Indeterminate Result for C. difficile,Indeterminate Result for C. difficile,CH00836
CH00837,Indeterminate Result for Corynebacterium,Indeterminate Result for Corynebacterium,CH00837
CH00838,Additional photos,Additional photos,CH00838
CH00839,Photograph of deceased body,Body photograph,CH00839
CH00840,Document,Document image,CH00840
CH00841,Body fluid,Body fluid,CH00841
CH00842,Tissue,Tissue,CH00842
CH00843,Other specimen,Other spec,CH00843
CH00844,Millimeter,mm,CH00844
CH00845,Left Lung Tissue,Left Lung,CH00845
CH00846,Active malaria,Active malaria,CH00846
CH00847,Aspirated material,Aspirated material,CH00847
CH00848,Calcification,Calcification,CH00848
CH00849,Cerebral malaria,Cerebral malaria,CH00849
CH00850,Cholestasis,Cholestasis,CH00850
CH00851,Chorioamnionitis,Chorioamnionitis,CH00851
CH00852,Congestion,Congestion,CH00852
CH00853,Edema,Edema,CH00853
CH00854,Encephalitis,Encephalitis,CH00854
CH00855,Eosinophilic infiltrate,Eosinophilic infiltrate,CH00855
CH00856,Fibrin,Fibrin,CH00856
CH00857,Fibrosis,Fibrosis,CH00857
CH00858,Fungi,Fungi,CH00858
CH00859,Glial nodules,Glial nodules,CH00859
CH00860,Gliosis,Gliosis,CH00860
CH00861,Granulomas,Granulomas,CH00861
CH00862,Grey matter present,Grey matter present,CH00862
CH00863,Histiocytic infiltrate,Histiocytic infiltrate,CH00863
CH00864,Hyaline membranes,Hyaline membranes,CH00864
CH00865,Increased alveolar macrophages,Increased alveolar macrophages,CH00865
CH00866,Infarction,Infarction,CH00866
CH00867,Interstitial inflammation,Interstitial inflammation,CH00867
CH00868,Intra-alveolar hemosiderosis,Intra-alveolar hemosiderosis,CH00868
CH00869,Intraalveolar hemorrhage,Intraalveolar hemorrhage,CH00869
CH00870,Intraalveolar proteinaceous material,Intraalveolar proteinaceous material,CH00870
CH00871,Lymphocytic infiltrate,Lymphocytic infiltrate,CH00871
CH00872,Meninges present,Meninges present,CH00872
CH00873,"Meningitis, lymphocytic","Meningitis, lymphocytic",CH00873
CH00874,"Meningitis, neutrophilic","Meningitis, neutrophilic",CH00874
CH00875,Meningoencephalitis,Meningoencephalitis,CH00875
CH00876,Nasal content present,Nasal content present,CH00876
CH00877,Necrosis,Necrosis,CH00877
CH00878,Necrotizing granulomas,Necrotizing granulomas,CH00878
CH00879,Neutrophilic infiltrate,Neutrophilic infiltrate,CH00879
CH00880,Neutrophilic infiltrate in alveoli,Neutrophilic infiltrate in alveoli,CH00880
